"FARM_NO","YEAR","COMPANY","AREA_GRP","FARM_LEVEL","UPDOWN","MSY","PSY","S_MODON","BING","BDAY","C_BDAY","D_BDAY","E_BDAY","F_BDAY","G_BDAY","BUNMAN_GIGAN","BUNMAN_RATIO","CHONGSAN_AVG","SILSAN_AVG","MILA_AVG","SASAN_AVG","EUDUSU_AVG","POU_AVG","JAGI_AVG","ZAEGI7_RATIO","DIE_SANCHA","CHO_GYOBAE","AVG_SANCHA"
"2702","2015",피그플랜,"010001","180002","3",0,22.7,113,2.2,63.5,12.7,3.1,44.3,3.2,0.2,116.3,78.5,11.7,10.8,0.1,0.8,10.3,22.8,6.6,"87.4","5.1",217,"3.4"
"2452","2015",피그플랜,"010007","180003","3",0,24.1,208,2.38,27.8,13.8,2.3,10.7,1,0,115.3,86.8,12,11.1,0.2,0.8,10.1,25.7,6.6,"89.2","6.6",252,"4.1"
"2601","2015",피그플랜,"010004","180002","2",17.6,25.4,117,2.39,34.5,16.4,1.7,15,1,0.5,115.8,81.4,12.6,11.7,0.1,0.7,10.6,23.1,8.1,"79.1","4.1",243,"3.5"
"2618","2015",피그플랜,"010001","180002","4",0,19,194,2.06,75.8,15.8,3.9,52,2.7,1.5,115.1,62.8,10.9,10.2,0,0.7,9.2,25.5,8.7,"90.8","3.1",244,"3.5"
"2805","2015",피그플랜,"010008","180003","3",0,23.2,215,2.36,44.6,18.2,1.4,21.8,3.1,0,115.2,83.9,11,10.3,0,0.6,9.9,21.3,8.5,"88","2.8",241,"2.9"
"2788","2015",피그플랜,"010002","180003","3",19.6,23,207,2.34,40.3,11.4,0.3,27.8,0.5,0.3,114.6,73.8,13.1,11.5,0.4,1.2,9.8,24.5,5.6,"95.3","5.2",239,"3.4"
"1408","2015",피그플랜,"010004","180001","3",1.6,23.5,96,2.29,48,15.6,7.5,20,4.8,0,114,84.7,12.4,11.6,0,0.7,10.2,25.5,8.5,"81.8","5.6",242,"4.3"
"1305","2015",피그플랜,"010007","180002","5",0,16.8,109,1.89,78.1,20.3,4,24.6,17.9,11.3,114.9,69.1,11.2,10.8,0,0.4,8.9,35.2,13.6,"79.4","7",242,"4.9"
"2463","2015",피그플랜,"010001","180007","3",14.6,23.6,"1,264",2.4,36.2,13.8,0.7,19.5,1.6,0.5,114.2,82.3,11.9,10.3,0.3,1.3,9.8,23.5,6.3,"88.4","4.4",270,"4.5"
"1197","2015",피그플랜,"010002","180005","3",0,23.3,412,2.39,39.5,13.4,2.2,24,0,0,114.5,83.6,12.6,11.8,0.3,0.5,9.8,21.6,6.5,"90.5","4.7",242,"2.9"
"1337","2015",피그플랜,"010002","180003","2",16.5,25.1,282,2.37,44,14.6,2.5,25.8,0.8,0.3,114.9,75.6,12.9,11.8,0.2,0.9,10.6,21.7,7.1,"87","4.9",245,"4.8"
"2657","2015",피그플랜,"010003","180005","3",0,24.7,486,2.41,34.4,17.4,2.3,14.4,0.3,0,115.2,85.8,11.9,10.8,0,1,10.2,21.9,8.6,"84.3","5.4",241,"4"
"2178","2015",피그플랜,"010002","180004","3",15.9,20.1,399,2.19,52.3,12.2,0.9,38.7,0.4,0.3,115.9,73.8,10.6,10,0,0.6,9.2,26.8,5.8,"92.6","5",225,"4.8"
"1822","2007",피그플랜,"010009","180002","3",0,20.3,192,2.29,41.3,15.5,7.6,14.3,0,3.8,115.7,88.4,11.2,10.8,0,0.4,8.9,24.6,7.9,"80.1","3.8",239,"5.9"
"2680","2009",피그플랜,"010002","180006","3",0,21.4,954,2.3,39.4,13,5.9,20.3,0.1,0.1,115,82.1,11.7,10.3,0,1.4,9.3,26.4,6.8,"89.4","4.1",258,"5.5"
"876","2009",피그플랜,"010003","180006","3",20.4,23.5,874,2.46,27.9,13,1.1,12.2,0.9,0.7,115.7,86.2,11.3,10.7,0.1,0.5,9.6,21.3,5.7,"94.6","4.2",244,"7.8"
"90","2009",피그플랜,"010003","180006","3",21.4,21.4,741,2.3,41,10.6,0.9,29.4,0.1,0,114.5,80.3,10.8,10.4,0,0.4,9.3,26.4,5.1,"94.1","5.4",242,"5.3"
"1932","2008",피그플랜,"010003","180004","3",0,23.1,333,2.39,32.5,14.7,0,17.9,0,0,114.7,82.5,10.7,10,0,0.7,9.6,27.7,7.3,"90.5","0",260,"6.7"
"1399","2007",피그플랜,"010001","180006","3",0,22.7,932,2.45,28.2,10.9,0.7,16.1,0.4,0.1,114.2,89.3,10.9,10.2,0.2,0.5,9.3,23,5.2,"95.4","3.9",258,"6.4"
"133","2007",피그플랜,"010009","180005","4",0,17.8,423,2.08,82.4,18.1,9.6,52.5,1.7,0.5,115.4,70.1,11.7,10.9,0,0.8,8.5,20.5,9.3,"83.7","3.3",233,"5.5"
"2358","2006",피그플랜,"010001","180003","3",0,23,275,2.32,52.5,11.8,2.5,36.3,1.5,0.2,116.2,83.6,12.1,10.3,0.7,1.1,9.9,18.6,5.8,"97.3","4.2",247,"6.6"
"1756","2006",피그플랜,"010003","180002","4",0,19.3,112,2.22,66.2,19.7,3.1,40.3,3,0.2,114.1,68.3,10.7,9.7,0.2,0.8,8.7,20.3,7.9,"76.6","4.4",238,"6.8"
"2088","2006",피그플랜,"010006","180004","3",0,21.3,301,2.28,55,16.9,1,36.9,0.2,0,116.1,78.7,12.2,11.4,0,0.8,9.3,21.2,8.4,"79.1","3.2",,"6.6"
"998","2005",피그플랜,"010003","180005","3",0,22.4,402,2.36,47.8,18.5,1.2,23.4,3.3,1.4,115.2,83.8,11.5,10.5,0.1,0.9,9.5,19.7,8.1,"77.3","4",228,"6.9"
"1992","2005",피그플랜,"010005","180005","3",0,21.6,404,2.34,47.7,17.7,1.9,28,0.1,0,114.2,70.8,11.2,10,0,1.3,9.2,23.5,9.9,"77.2","4.4",241,"5.6"
"214","2005",피그플랜,"010007","180006","4",0,18.8,912,2.28,59.4,14.3,2.8,41.1,0.6,0.6,115.5,72.1,10.3,9.1,0,1.1,8.3,18.7,4.8,"97.3","2.8",250,"3.8"
"1507","2004",피그플랜,"010003","180007","3",0,22.5,"2,917",2.5,36.5,12.8,1.4,22.3,0,0,114.4,83,10.5,10.5,0,0,9,18.3,6.2,"89","4.8",237,"6.6"
"1716","2004",피그플랜,"010001","180005","3",0,23.6,429,2.39,32.1,13.4,0.8,14.8,1.8,1.2,114.5,84.9,11.8,11,0.2,0.6,9.8,24.7,6.2,"88.4","2.6",234,"6.6"
"1666","2003",피그플랜,"010005","180007","3",0,22.1,"1,266",2.39,52.2,14.7,2.5,31.2,2.2,1.6,114.5,76.2,10.6,9.8,0.3,0.5,9.2,16.1,7,"86.3","6",229,"7.1"
"1768","2001",피그플랜,"010001","180002","3",0,21.4,198,2.37,38.1,13.8,2,20.4,1.4,0.5,114.6,82,11,10.5,0.1,0.5,9,21.7,6.5,"89.1","3.4",223,"6.6"
"1776","2001",피그플랜,"010002","180001","2",0,25.3,51,2.49,37.6,24.2,0,13.4,0.1,0,115.3,89.1,11.2,10.6,0.1,0.5,10.2,20.7,6.5,"88.6","0",231,"7.5"
"1666","2000",피그플랜,"010005","180007","3",0,21.5,"1,256",2.44,43.9,16.3,1.3,26.3,0.1,0,115.1,78.5,10.4,9.5,0.4,0.6,8.8,16.4,7.3,"80.4","4.3",234,"7.4"
"1455","2015",피그플랜,"010002","180004","3",0,20.2,352,2.19,53.8,14.8,3.5,34,1.1,0.5,114.6,80.2,10.7,10.4,0.1,0.2,9.2,27.7,7.1,"89","5.3",243,"5.3"
"1474","2015",피그플랜,"010001","180007","4",0,18,"1,205",2.12,57.3,13.3,7.4,36.5,0.1,0,115.2,69.1,10.8,10.1,0.2,0.6,8.5,26.9,8.9,"84.1","6.1",240,"4.8"
"781","2015",피그플랜,"010003","180003","4",0,19,202,2.04,77,15.9,9,48.6,2.3,1.2,116.1,64.3,10.8,10.8,0,0,9.3,22.6,8,"90.2","4.4",211,"4.1"
"2362","2015",피그플랜,"010007","180002","3",0,23.5,128,2.39,31.1,12.7,0.4,17.3,0.7,0,116.1,82.3,12.6,11,0.2,1.4,9.9,24.1,5.9,"94.6","7.6",257,"5.3"
"2130","2015",피그플랜,"010007","180003","3",0,24.6,211,2.43,30.2,15.7,0.9,12,1.2,0.3,114.9,86.5,11.5,10.4,0.2,0.9,10.1,23.6,7.5,"89.2","6.2",247,"4.2"
"3931","2015",피그플랜,"010002","180002","4",16.1,19.6,113,2.16,66.6,15,0.7,47.7,1.7,1.5,115.5,61.6,11.8,10.3,0,1.4,9.1,23.5,7.6,"90.1","4.4",244,"3.5"
"2762","2015",피그플랜,"010005","180004","3",0,21.3,340,2.19,50.4,18.3,3,28.7,0.4,0,116.4,80.4,10.6,10.5,0,0,9.7,27.5,10,"79.5","4.6",255,"3.6"
"2278","2015",피그플랜,"010005","180005","2",23,26.7,498,2.41,26.1,11.9,1,12.7,0.4,0.1,114.5,89.6,13,12,0.2,0.8,11.1,26,5.7,"94.5","4.3",246,"3.7"
"2455","2015",피그플랜,"010005","180003","3",0,23.1,262,2.35,35.4,15.2,2.5,16.6,1.1,0,115.2,80.9,10.7,10.3,0.1,0.3,9.8,25,7.3,"88.7","5.4",242,"3.5"
"2094","2015",피그플랜,"010002","180004","2",0,25.3,357,2.33,34.7,13.1,0.4,21,0.2,0,117,83.5,13.7,12.1,0.4,1.2,10.9,24.4,6.2,"89.6","7.1",242,"4.9"
"2398","2015",피그플랜,"010002","180002","3",0,24.1,183,2.45,18.9,12.7,1,3.6,0.8,0.8,116.1,95.2,12.3,11.5,0.2,0.6,9.8,25.7,6.9,"91","6.4",233,"4.2"
"1983","2015",피그플랜,"010005","180006","3",18,24.5,989,2.37,33.8,12.7,2.6,15.2,1.5,1.9,114.8,84.5,11.7,10.7,0.8,0.1,10.3,24.9,6.5,"90.1","4.2",254,"3.5"
"1767","2015",피그플랜,"010001","180006","2",0,25.2,698,2.39,29.7,13.2,1.4,15,0,0.1,115.2,87.5,12.8,11.6,0.3,0.8,10.5,25.3,6.8,"92.7","5.6",244,"4"
"2635","2015",피그플랜,"010002","180002","3",0,22.5,166,2.27,38.6,11.1,0.8,26.6,0.1,0,115.9,84.6,12.3,12,0,0.3,9.9,26.9,5.4,"95.2","6.9",243,"4.4"
"681","2015",피그플랜,"010002","180002","3",20,23.4,174,2.29,55.8,13,1.3,41.3,0.2,0,113.6,77.1,12,11.5,0.1,0.5,10.2,21.4,6.2,"95.7","5",236,"4.3"
"2569","2015",피그플랜,"010009","180006","3",0.1,23.9,866,2.31,50.9,15.7,2.6,28.4,3,1.1,114.2,76.8,13.2,11.7,0.4,1.2,10.4,21.4,7.6,"84.6","3",250,"3.8"
"1387","2015",피그플랜,"010006","180001","3",8.8,22.6,93,2.25,66,16.3,2.5,36.9,7.5,2.9,115.1,76.7,13.1,11.6,0.2,1.3,10.1,21.3,8.2,"86.9","2.9",245,"2"
"1918","2015",피그플랜,"010004","180003","3",0,22.4,240,2.3,35.6,17.1,0.1,18.2,0.2,0,115.6,84.2,11.5,10.8,0.1,0.7,9.7,29.4,9,"82.2","7.7",242,"4.6"
"2077","2015",피그플랜,"010001","180002","3",0,23.3,184,2.29,41.7,14.9,1.9,24.9,0,0,116.3,81.6,13,11.5,0,1.4,10.2,25.2,7.8,"88.2","5.7",242,"4.6"
"2745","2015",피그플랜,"010001","180006","4",0,19,826,2.27,58.7,20.8,5.3,28.8,2.3,1.6,114.1,79.3,10.4,10.1,0,0.2,8.4,21.4,10.6,"76.3","5.5",263,"4.1"
"2769","2015",피그플랜,"010005","180002","3",0,20.6,141,2.14,65.9,10.4,1.5,53.6,0.4,0,115.9,69.6,10.6,10.6,0,0,9.6,24.9,5.2,"97.1","5",221,"4.4"
"1117","2015",피그플랜,"010002","180003","3",0,22.4,269,2.12,65.9,18,5.1,42,0.8,0,114.7,79.2,12.4,11.6,0,0.8,10.6,25.6,6.4,"95.1","3.8",260,"3.6"
"842","2015",피그플랜,"010002","180007","2",0,26,"2,992",2.39,29.6,16.3,0.3,10.9,1.8,0.3,114.2,86.2,12.7,12,0.2,0.5,10.9,25.9,7.9,"89.2","6.1",261,"4.3"
"1017","2015",피그플랜,"010008","180005","3",2.4,22.7,435,2.32,50.5,13.5,5.3,21.6,4.1,5.9,115.5,83.8,12.6,11.3,0.4,0.9,9.8,21.5,7.4,"91.9","2.7",262,"3"
"2639","2015",피그플랜,"010002","180007","3",0,22.8,"1,491",2.33,43,12.3,3.4,25.4,1.8,0.1,115.1,78.3,11.2,10.6,0.1,0.5,9.8,23.4,6.2,"90","6.9",251,"4.6"
"2450","2015",피그플랜,"010001","180005","3",0,23.5,429,2.37,43.2,12.3,1.6,29.4,0,0,114.3,75.2,11.9,10.8,0.6,0.6,9.9,22.2,5.9,"89.6","5.9",260,"4.6"
"2644","2015",피그플랜,"010002","180006","3",21,24.3,703,2.48,21.9,11.7,1.9,7.9,0.3,0.1,114.5,89,12.5,11.1,0.3,1.1,9.8,24.9,5.8,"93","5.9",230,"4.7"
"2507","2015",피그플랜,"010005","180002","3",0,24.4,141,2.46,24.9,11.7,0.1,12.5,0.6,0,115,82.5,12.3,11.2,0,1.1,9.9,25,5.8,"93.5","6.5",259,"4.2"
"1231","2015",피그플랜,"010009","180004","3",12.5,22.2,379,2.3,41.2,16.7,1.1,20.3,2.3,0.8,115.9,69.4,12.4,11.1,0.3,0.9,9.7,24.8,8.1,"73.4","5.1",238,"3.7"
"2379","2015",피그플랜,"010007","180004","3",0,22.2,366,2.29,50.3,14.6,1.9,26.3,5.8,1.7,114.1,76.9,10.7,10.1,0.1,0.5,9.7,23.6,6.9,"91.3","5.8",242,"4.9"
"2270","2015",피그플랜,"010009","180003","4",0,17.7,219,1.98,82.6,15.2,3,45.6,11.9,6.9,116.3,63.5,10.7,10.1,0,0.6,9,25.6,8.1,"83","4.6",235,"5.3"
"1744","2015",피그플랜,"010007","180003","3",0,24.3,294,2.48,24.9,12.4,2.3,10.2,0,0,115.8,88.4,11.8,10.6,0,1.2,9.8,22.1,5.7,"95.6","7.1",243,"4.7"
"1403","2015",피그플랜,"010006","180003","4",0,18.8,231,2.19,59.5,13.5,7,35.9,1.6,1.6,114.7,76.9,9.4,9.4,0,0,8.6,25,7.6,"86.8","4.6",235,"3.6"
"1783","2015",피그플랜,"010005","180004","3",0,23.4,399,2.33,32.1,13.7,0.3,15.5,2.4,0.3,115.5,84.8,11.8,10.8,0.3,0.7,10,27.5,6.3,"92","8.3",243,"5.6"
"2163","2015",피그플랜,"010001","180001","4",0,18.1,83,2,78.3,9.2,4.3,64.5,0.3,0,115.5,77.2,12.5,10.8,0,1.7,9,27.3,5.2,"96","6.2",242,"4.6"
"1781","2015",피그플랜,"010002","180003","2",0,25.2,294,2.37,33.4,12.4,1.5,18.2,0.9,0.4,115.8,88.6,12.6,11.6,0.3,0.7,10.6,24.2,5.9,"94.8","7.3",263,"6"
"2736","2015",피그플랜,"010007","180003","2",0,26.8,207,2.37,27.7,11.5,1.2,15,0,0,115.3,88.9,12.6,11.6,0,1,11.3,27,5,"97.9","3",263,"3.4"
"1714","2015",피그플랜,"010001","180006","2",0,26,847,2.47,22,12.7,0.6,7.6,0.8,0.4,115.3,91.2,12,11.2,0.2,0.6,10.5,25.2,5.9,"91.2","5.9",260,"4.9"
"1418","2015",피그플랜,"010005","180005","2",0,26.5,418,2.48,31.6,14.1,1.4,14.8,1,0.2,114,88,13,11.6,0.2,1.2,10.7,20.2,6.5,"91.6","6.2",245,"4.4"
"2602","2015",피그플랜,"010002","180002","3",17.4,20.6,131,2.16,59.6,21.2,1.4,26.1,9.1,1.8,115.9,78,13.6,11.8,0.2,1.7,9.5,23.6,10.6,"89.1","5.5",231,"4.5"
"2478","2015",피그플랜,"010007","180004","3",21.8,23.6,305,2.23,54.1,15.9,0.9,36,0.5,0.7,115.1,74,11.3,11.1,0.1,0.1,10.5,24.8,7.6,"91.2","5.7",246,"5.7"
"1412","2015",피그플랜,"010001","180006","2",5.3,26.5,709,2.46,30,11.6,2.5,14.5,0.8,0.6,114.2,88,12.3,11.4,0.3,0.6,10.8,22.1,5.6,"93.4","5.7",251,"3.6"
"998","2015",피그플랜,"010003","180003","3",0,21.6,270,2.27,39.4,12,2.6,19,4.9,0.9,115.7,84.6,13.2,11.8,0.3,1.1,9.5,25.1,6.8,"85","4.1",261,"4.1"
"1713","2015",피그플랜,"010001","180003","4",0,19.7,264,2.32,43.1,10.1,0.8,31.4,0.6,0.1,114.9,81,10.4,9.5,0.1,0.8,8.5,23.4,4.9,"95.4","7.8",269,"5.2"
"1150","2015",피그플랜,"010002","180002","4",18.4,19.1,101,2.25,52.4,11.2,7.1,31.9,1.2,1.1,113.9,74.1,9.9,9.6,0,0.4,8.5,24.4,5.6,"98.5","4.9",270,"3.8"
"2212","2015",피그플랜,"010002","180006","3",1.4,21.8,700,2.28,48.5,14.9,2.6,24.7,3.6,2.9,114.4,75.7,11.7,10.7,0.2,0.8,9.6,24,6.8,"93","5.5",248,"4.7"
"1182","2015",피그플랜,"010006","180006","3",17.5,22.8,640,2.21,61.8,17.4,5,30.6,4.6,4.3,114.6,76.4,11.5,10.7,0,0.8,10.3,24,9.2,"88.1","6.4",255,"4.5"
"2159","2015",피그플랜,"010004","180006","3",0,22.4,958,2.24,51.5,15.2,2.6,28,4,1.7,115.1,81.7,12.4,10.7,0.3,1.4,10,25.3,7.5,"80.9","4.6",266,"4"
"1820","2015",피그플랜,"010009","180003","4",12.8,17.1,276,2.04,72,18,7.2,46.2,0.6,0,115.6,77.2,11.7,11.2,0,0.5,8.4,27.8,10.6,"72.9","4.2",268,"3.3"
"2606","2015",피그플랜,"010002","180002","3",0,24.2,185,2.36,43.6,10.6,1,30.8,1.2,0,114.2,78.6,11.3,10.9,0.1,0.3,10.3,22.3,5.3,"96.4","4.9",242,"4"
"1239","2015",피그플랜,"010002","180002","3",0,23.4,168,2.24,48.8,15.8,1.4,31.3,0.1,0.1,115.4,79.4,13.3,12.4,0,0.9,10.5,26.9,8.4,"73.9","5",243,"3.3"
"1417","2015",피그플랜,"010005","180006","2",0,25.3,551,2.46,26,9.7,0.2,16,0.1,0,114,85.6,13,11.7,0.5,0.8,10.3,24.4,5.2,"98.6","3.2",272,"3.2"
"634","2015",피그플랜,"010005","180007","3",20.2,24.1,"1,499",2.4,34,15.1,1.9,15.8,1,0.2,114.7,85.6,11.9,11.3,0.1,0.5,10,23.8,7.2,"86.2","4.8",262,"4.8"
"3913","2015",피그플랜,"010003","180007","4",0,19.1,"1,025",2.22,59.5,11,8.4,38.7,0.9,0.5,115.4,77.3,11.1,10.4,0.1,0.6,8.6,25.2,8.6,"87.6","6.2",242,"4.4"
"2583","2015",피그플랜,"010002","180005","4",13.1,19.2,448,2.17,58.2,10.7,7,40.4,0,0,115.4,73.8,11.3,9.9,0,1.4,8.9,25.2,5.3,"93.4","5.5",252,"4.6"
"2760","2015",피그플랜,"010002","180003","3",19.3,24.1,201,2.4,41.1,13.3,3.6,24.1,0.1,0,114.6,74.5,11.6,10.7,0.1,0.8,10,24.9,7.2,"86.6","2.1",245,"2.7"
"3897","2015",피그플랜,"010001","180006","3",0,22.7,791,2.17,48.3,14.8,8.1,19.5,2.9,2.9,115.3,85,12.3,10.7,0.3,1.3,10.5,30.1,6.9,"88","3.2",269,"3.3"
"2772","2015",피그플랜,"010002","180001","3",0,23.5,50,2.21,57.2,18.3,1.7,21.7,15.6,0,114.7,69.6,12.7,11.7,0,1.1,10.7,27.1,9.8,"60.2","5.8",243,"5.3"
"1839","2015",피그플랜,"010009","180007","3",0,21.6,"1,241",2.18,43.1,11.1,1,28.4,2.1,0.5,117,75.8,12.3,10.2,0.1,2,9.9,32.3,5.9,"92","5.5",239,"5.4"
"818","2015",피그플랜,"010007","180007","3",0,22.1,"3,565",2.36,38.8,14.2,3.3,17.2,2.7,1.4,116.1,84.4,12.4,11.3,0.3,0.9,9.4,22.3,6.9,"85.4","3.6",264,"2.7"
"2219","2015",피그플랜,"010004","180003","2",0,26.7,250,2.48,33.4,13.3,1.5,17.2,1.2,0.2,113.9,87.9,12.9,12,0.1,0.7,10.8,20.8,6.3,"95.2","4.9",243,"3.8"
"2628","2015",피그플랜,"010002","180007","3",0,21.5,"1,216",2.31,50.4,12.4,1.4,34.9,1.1,0.6,114.6,72.5,11.3,10.5,0.2,0.5,9.3,22.5,6.4,"90.9","5.2",234,"4.3"
"1113","2015",피그플랜,"010009","180003","3",0,22.1,291,2.37,33.7,12,0.7,18.1,2.4,0.6,115.2,76.2,10.7,10.3,0,0.4,9.3,25.9,6,"91.3","5.5",235,"3.8"
"1704","2015",피그플랜,"010002","180002","3",0,23,177,2.26,51.2,11,0.3,37.3,2.1,0.4,115.9,64.6,11.9,11.6,0,0.3,10.2,25.8,5.6,"89.2","3.7",243,"4.3"
"1938","2015",피그플랜,"010004","180007","1",0,27.2,"1,549",2.44,27.2,11.9,1,12.5,1,0.8,116.4,90.2,13.6,12.5,0.2,0.9,11.1,22,5.6,"94.6","3.9",272,"3.2"
"929","2015",피그플랜,"010002","180005","2",21.7,26,492,2.43,35.5,17.3,2.3,15.4,0.2,0.2,114.6,87.4,12.6,11.5,0.2,0.9,10.7,22,9,"81.9","6.2",245,"4.1"
"1304","2015",피그플랜,"010002","180002","3",17,23.6,178,2.32,41.6,19.4,0.2,22.4,0,0,114.5,80.6,10.8,10.8,0,0,10.2,25.8,9.5,"84.4","5.9",243,"4.3"
"2135","2015",피그플랜,"010003","180004","2",0,26.7,311,2.36,29.3,13.6,0.9,11,3.5,0.4,114.8,87.7,14.4,12.7,0.4,1.3,11.3,27.5,6.9,"89.2","4.7",271,"3.7"
"2249","2015",피그플랜,"010002","180002","3",0,21.5,153,2.3,39.2,18.7,3,17.5,0,0,115,89.4,13.3,12.1,0.1,1.1,9.3,26,9.4,"80.8","6.1",252,"4.2"
"2722","2015",피그플랜,"010007","180007","3",19,24.5,"1,159",2.3,39.3,14.9,5.6,16.8,1.2,0.8,115.9,88.4,12.6,11.7,0.3,0.7,10.7,26.7,7.8,"86.9","4.3",264,"3.6"
"2757","2015",피그플랜,"010002","180001","3",16.8,20.1,94,2.26,51.7,21,1.9,28,0.1,0.7,115.4,73.5,12.9,11.1,0.5,1.3,8.9,20.9,11.5,"65.4","6.4",248,"4.2"
"2749","2015",피그플랜,"010004","180006","4",0,19.7,701,2.33,36.8,14.4,1.4,17.8,2.8,0.4,115.3,87.8,11.2,9.5,0.3,1.3,8.5,26.9,7.4,"81.1","2.4",241,"2.7"
"2787","2015",피그플랜,"010002","180001","3",19,24.5,53,2.36,38.7,12.6,0,26.1,0,0,115.4,82.8,11.9,11.5,0,0.4,10.4,26.5,7.6,"81.1","6.5",245,"5.1"
"1634","2015",피그플랜,"010001","180007","4",0,18.4,"1,216",2.2,66.1,10.5,2.3,52.6,0.4,0.3,114.9,70.5,11.7,10.3,0.2,1.1,8.4,24.3,6.2,"92",.8,239,"1.5"
"1974","2015",피그플랜,"010002","180004","2",0,25.9,354,2.33,49.2,30.4,9.6,6.2,1.8,1.3,114.1,91.3,13.8,12.4,0.2,1.1,11.1,21.2,17.1,"70.1","4.1",227,"3.6"
"2429","2015",피그플랜,"010007","180005","3",0,24.1,461,2.4,27.2,9.4,2.9,13.9,0.2,0.8,116.6,88.1,11.8,11.3,0,0.5,10.1,24.6,5.4,"92.4","5.6",242,"4.4"
"2568","2015",피그플랜,"010004","180003","3",0,23.8,290,2.35,36.8,19.7,3.8,11.1,2.1,0,114.5,91,13,11.5,0.4,1.2,10.2,26.2,9.5,"76.4","6.9",251,"5.4"
"1473","2015",피그플랜,"010007","180007","3",14.7,20.2,"1,641",2.25,62.7,10.7,5.1,42.9,1.4,2.5,116.7,67.8,12.8,11.5,0.5,0.8,9,18.8,6.6,"87.6","2.5",249,"3.1"
"1715","2015",피그플랜,"010001","180005","3",0,24.7,479,2.44,31.8,13.7,2,15.9,0,0.1,115.6,83.7,12.2,11.3,0.1,0.7,10.1,20.9,6.8,"85.9","4.8",257,"3.6"
"1067","2015",피그플랜,"010008","180003","4",0,17.1,226,1.96,75.4,10.5,26.2,32.9,5.6,0.2,114.3,67,11.4,10.2,0,1.2,8.7,31.1,7,"93.5","5.4",243,"3.7"
"1776","2015",피그플랜,"010002","180003","3",0,22.9,294,2.37,29.8,13,0.3,16.2,0.3,0,115.7,82.3,11.6,10.5,0.3,0.8,9.7,25.7,5.8,"93.6","6.5",252,"4.6"
"2655","2015",피그플랜,"010004","180003","2",23.7,25.9,228,2.28,37.5,12.2,2,17.8,4,1.3,115.1,86,12.1,12.1,0,0,11.3,30.3,5.5,"95.3","6.1",241,"4.5"
"2685","2015",피그플랜,"010005","180002","3",17.8,22.6,106,2.23,48.8,15.7,4.3,28.2,0.5,0,116,82.6,11.8,11.1,0.1,0.6,10.2,25.3,7.9,"88.2","5.6",242,"4.9"
"2467","2015",피그플랜,"010004","180003","3",0.2,21.1,202,2.24,52.6,34.5,4.5,9.9,2.2,1.4,116.2,90.5,13.1,11.3,0.4,1.4,9.4,26.4,21,"73","4.8",234,"4.6"
"768","2015",피그플랜,"010009","180002","3",0,22.5,185,2.43,27.8,13.3,10,3.4,1.1,0,115.4,92.7,10.6,9.9,0.1,0.6,9.3,27,8.4,"86.1","0",211,"4.1"
"1073","2015",피그플랜,"010002","180007","3",0,24.6,"1,474",2.38,29.3,11.7,2.1,15.5,0.1,0,116.2,88.6,12.6,11.5,0.4,0.6,10.3,25.1,5.9,"91.9","5.6",256,"4"
"2645","2015",피그플랜,"010003","180002","3",0,23.5,181,2.42,28.9,14.9,1,10.7,2.3,0,114.7,87.3,10.8,10.8,0,0,9.7,24.9,6.8,"93.8","8.5",241,"4.8"
"1007","2015",피그플랜,"010009","180005","3",0,21,428,2.21,63.4,14.2,1.7,41,3.9,2.5,114.4,68.2,12.7,11.3,0.4,1,9.5,22.1,7.2,"85","4.8",241,"4.1"
"3988","2015",피그플랜,"010002","180002","5",17.7,16.2,109,1.88,96.9,12.9,2.7,75.1,5.8,0.4,114.6,68.2,10.6,10.5,0,0,8.6,28.4,7.2,"92","4.5",233,"4.1"
"724","2015",피그플랜,"010005","180003","2",21.4,26,234,2.4,34.7,28.4,3.4,2.9,0,0,115.5,98.3,12.9,11.7,0.1,1,10.8,26,15.4,"81.7","0",243,"3.9"
"2022","2015",피그플랜,"010007","180001","3",0,20.6,80,2.21,54.1,16.9,3.2,33.2,0.6,0,116.5,72.1,11.4,10.4,0,1,9.3,28.6,9.2,"79","3.9",242,"3.8"
"1790","2015",피그플랜,"010002","180002","3",12.4,23.2,168,2.27,50.3,10.1,3.8,35.2,1.2,0,115.1,73.1,11.9,10.8,0.3,0.8,10.2,28.6,6.1,"93.2","5.2",262,"4"
"3925","2015",피그플랜,"010007","180002","5",0,14.2,178,1.89,91.8,12.8,1,37.9,27.6,12.5,116.4,53.2,10.5,9.9,0,0.7,7.5,28.6,6.4,"96.8","5",242,"4.1"
"2600","2015",피그플랜,"010001","180004","3",0,22.5,369,2.21,53.4,12.8,6.4,33.7,0.5,0,115.9,78.1,11.7,10.9,0,0.8,10.2,24.8,7.1,"88.8","5.1",263,"5.2"
"2200","2015",피그플랜,"010002","180004","2",0,26.5,380,2.38,33.1,13.7,1.4,16.7,0.9,0.3,115.3,87.4,14.5,12.5,0.3,1.6,11.1,24.5,6.8,"88.1","6.8",,"4.6"
"1492","2015",피그플랜,"010001","180002","2",0,25,117,2.33,39.7,15.8,0.3,22.5,0.5,0.6,115.9,80.6,13.1,11.9,0.3,1,10.7,23.2,7.3,"86.7","6.4",238,"4.7"
"3973","2015",피그플랜,"010009","180002","3",22,24.5,107,2.31,40.7,13.4,0.1,26.8,0.1,0.2,116.4,83.3,12.2,12,0,0.1,10.6,23.6,6.1,"91.8","3.9",242,"3.6"
