"연도","상시모돈","모돈평균산차","평균도폐산차","PSY","모돈회전율","평균이유두수","평균총산","평균실산","평균사산","평균미라","임신기간","포유기간","비생산일수","비생산일_이유_교배","비생산일_이유_도폐사","비생산일_교배_사고","비생산일_사고_교배","비생산일_사고_도폐사","분만율","재귀발정일","재귀율_7일_이내","최초교배일령"
"2008",201,5.8,4,22.8,2.22,10.3,11.6,11.1,0.6,0,115,26,52.9,11.6,1.8,34.7,3.6,1.1,74.4,5.7,96.2,210
"2008",177,6,5.2,21,2.27,9.2,10.7,10.5,0.2,0,115.1,24.2,52.8,21.6,7.8,21.9,1.1,0.4,81.3,10.5,80.4,243
"2008",391,5,4.4,20.5,2.36,8.7,11.5,10.3,0.7,0.5,114.5,26.8,31.8,12.2,1.4,18,0.1,0.1,87.3,6.4,91.4,247
"2008",286,8.3,5.5,23.3,2.42,9.6,11,9.8,1.2,0,115.1,25.9,27.2,10.8,0.4,16,0,0,86.1,5.3,92.5,231
"2008",539,7.6,5.4,23.9,2.43,9.9,11.9,11.1,0.4,0.4,115.4,24.8,24.4,14.8,1.5,7.5,0.3,0.2,91.7,6.8,88.2,253
"2008",185,7,4.9,21.8,2.35,9.3,10.9,10.1,0.7,0.1,114.9,26.7,31.4,15.5,1.2,14.1,0.6,0,86.7,6.8,86.1,210
"2008",261,7.1,5,22.5,2.3,9.8,11.6,10.9,0.7,0.1,115.9,19.5,52.9,12.7,1.7,38.5,0,0,79.9,5.9,97.5,263
"2008",1154,6.3,6,22.4,2.44,9.2,11.3,10.4,0.8,0.1,115.4,24,25,11.8,0.4,11.3,1,0.4,83.9,5.6,93.4,224
"2008",277,6.7,6.1,20.7,2.35,8.8,11.1,10.3,0.6,0.2,115.5,23.3,41,11.8,1.1,27.7,0.4,0,86.5,6.2,88.6,243
"2008",126,6.3,4.6,21.1,2.41,8.8,11.5,10.5,1.1,0,115.3,27,44.2,9.3,5.8,29,0.1,0,75.2,6.8,91.1,245
"2008",111,9.4,8.5,21.1,2.28,9.3,11.3,10.6,0.7,0,115.6,25.1,45.9,19.8,1.3,20.3,1.8,2.7,82.3,9.4,74.7,217
"2013",193,6.1,7.6,26.9,2.42,11.1,12.8,12,0.8,0,115.5,24.5,28.6,12.5,0.7,14.5,1,0,84.8,6.4,93.2,221
"2013",193,5.6,4.1,18.2,2.09,8.7,10.4,10.3,0.1,0,115.8,20.7,80.2,17.8,2.6,45.7,11.1,3.1,65.1,9.5,86,238
"2013",1499,5.7,2.6,23.4,2.46,9.5,12.3,11,0.6,0.8,114.6,20.7,32.8,15,5.4,12.1,0.1,0.1,92.8,6.9,87.2,243
"2013",153,6.2,6.1,20.5,2.24,9.1,11.7,10.5,1.1,0,115.5,21,57.9,18.1,2.9,30.2,6,0.7,81.5,9.5,91.2,242
"2013",407,5,5.1,21.8,2.29,9.5,12,11.1,0.8,0,115.9,24.3,46.9,13.5,0.8,30.7,1.1,0.8,79.3,6.8,90.6,242
"2013",141,6.7,4.2,23.7,2.44,9.7,11.1,11.1,0.1,0,114,26,28.9,12.7,2,12,0.3,1.9,88.5,6.2,89.6,237
"2013",237,6.1,3.9,24.6,2.4,10.3,12.6,11.3,1.1,0.3,115.9,26.2,27.5,15.1,1.2,11,0.2,0.1,86.5,7.2,88.2,229
"2013",516,6.4,6.4,23.7,2.32,10.2,12.3,11.2,0.9,0.1,114.8,21.7,49,18.4,7,22.9,0.6,0.1,84.7,9.1,80.1,242
"2013",202,6,1.8,22.9,2.39,9.6,11,10.6,0.4,0,115.1,26.5,28.9,11.5,0.1,15.5,1.7,0,87.7,5.3,94.3,250
"2013",815,5.7,4.4,17.7,1.96,9,11.7,10.7,1,0,114.7,24,94.3,52.4,8.5,31.7,1.4,0.2,85.3,6.4,93.5,243
"2013",163,6.1,4.4,18.7,2.13,8.8,11.1,10.6,0.4,0.1,115.8,25.6,63.9,25.8,1.1,30.6,4.4,2,74.1,5.6,95.1,243
"2013",382,5.2,4.8,22.9,2.37,9.6,11.4,10.5,0.8,0.1,113.6,27,36.3,14.3,3.3,18,0.5,0.1,76.8,7.6,87.2,273
"2013",109,5.8,4.4,23.4,2.47,9.5,11.6,10.6,1,0.1,115.3,22.9,30.1,11.9,2.4,13.4,1.7,0.7,87.3,6,86.3,243
"2013",100,4.3,6.2,23.6,2.28,10.4,11.6,11.6,0,0,114.5,26.5,41.4,14,1.4,22.5,3.6,0,82.2,6.5,89.9,243
"2013",512,5.5,3.9,24.1,2.42,10,11.9,10.8,0.8,0.3,114.5,21.1,36.4,13.3,1.2,20.3,1.6,0,84.1,6.4,90.5,251
"2013",372,6.6,5.4,21.8,2.31,9.4,11.5,11.5,0,0,115.2,25.2,45.4,11.4,1.4,32.4,0.2,0,63.3,6.3,90.9,NA
"2013",375,5.9,3.6,22.6,2.32,9.8,11.3,10.8,0.4,0.1,114.1,22.3,56.8,21.3,1.7,32.8,1,0,68,12.6,62.1,243
"2013",510,4.5,1,24.5,2.44,10.1,12.8,11,1.5,0.3,116.2,21.7,39.4,15.1,1.1,20.8,1.5,1,84.2,8.7,80.7,265
"2013",94,4.9,5.4,19.6,2.07,9.5,10.2,9.9,0.3,0,114.7,27.5,75.7,12.6,0.4,53.1,9.3,0.4,65.7,7.4,87.2,257
"2013",616,6.4,1.5,23.8,2.29,10.4,11.5,10.9,0.4,0.2,114.9,27.8,40,17.7,2.1,17.9,1.4,0.8,89.5,8.2,87.1,268
"2013",209,6.5,5.5,23.7,2.43,9.8,11.5,10.7,0.9,0,115.6,23.7,29.9,15.8,0.8,13.4,0,0,86.7,7.1,86.8,243
"2013",199,6.2,6.2,21.2,2.2,9.6,11.2,11.1,0.1,0,114.9,26.7,58.9,10.8,1.4,46.4,0.3,0,72.3,6,94.9,242
"2006",884,6.2,4.5,22.2,2.48,9,10.9,10,0.6,0.3,115.1,21.3,27.2,11.5,0.8,14.8,0,0,88.8,5.6,94.3,253
"2013",305,7.2,3.4,23.9,2.3,10.4,12,11.3,0.7,0,115.4,25.2,41,13.8,0.3,26.6,0.2,0,80.1,6.2,91,223
"2013",485,5.3,3.8,24.9,2.46,10.2,11.9,11,0.5,0.4,114,24.5,24.7,10.8,0.7,13.2,0,0,87.6,5.1,99,253
"2013",206,6.2,5.8,24.1,2.34,10.3,12.3,11.3,0.9,0.1,115.9,21.5,44.5,11.9,5.1,26.5,0.9,0,83,6,93.4,242
"2013",727,6,3.7,24,2.4,10,11.5,10.6,0.6,0.3,113.5,23.5,35.6,12.8,1.7,20.7,0.4,0,86,6.2,91.2,250
"2013",238,5.1,3.4,19.7,2.24,8.8,11.2,10.3,0.9,0,115.1,25.3,52.5,16.4,6.5,28.9,0.6,0.1,74,10,78.6,236
"2013",253,6.6,5.3,23.6,2.33,10.1,12.4,11.7,0.7,0,115.6,25,37.1,11.6,0.4,21.7,2.8,0.5,77.8,5.5,98,221
"2013",1601,3.4,1,15.7,1.65,9.5,12.3,11,0.7,0.6,115.7,24.2,134.2,13.7,15.3,103.6,0.6,0.9,55.2,8.9,87.6,258
"2013",1024,5.2,3.9,22.5,2.4,9.4,11.6,10,1.2,0.4,115.3,20.3,39.4,16.5,2.1,18.6,0.8,1.4,80.8,7.8,79.9,258
"2013",85,5.5,3.9,18.2,2.22,8.2,11.5,10.3,1.2,0,115.3,28.6,43.9,14.1,4.1,24.8,0,0.9,87.6,6.8,88.1,243
"2013",159,5,4.1,23.4,2.28,10.3,12.1,11.5,0.5,0,114.5,28.2,40.6,14.9,2.6,18.7,3.7,0.7,79.7,7.4,87.6,237
"2013",300,6.5,3,23.5,2.37,9.9,11.7,10.9,0.7,0.1,116,25.2,31.4,12.3,0.4,18.2,0.2,0.2,85.9,5.7,90.5,249
"2013",539,5.2,3.8,26.1,2.39,10.9,13.6,12.2,1,0.4,115.4,22,37.8,11.2,2.7,23,0.4,0.5,82.2,5.6,93.4,249
"2013",217,4.5,2.9,25.6,2.45,10.4,12.3,11.5,0.9,0,114.8,23.3,25.9,12.8,0.8,12.1,0.1,0,87.7,6,89.4,243
"2013",1017,6.5,5.3,21.6,2.29,9.4,11.2,10,1,0.2,116,26.2,37.9,14.9,0.8,20.7,1,0.4,87.3,7.3,85.2,271
"2013",223,4.2,6.5,22.3,2.34,9.5,12,11.2,0.8,0.1,115.6,29.2,26.6,11.8,4.5,10.3,0,0,88.2,5.9,90,220
"2013",1036,5.2,3.9,22.4,2.33,9.6,11.4,10.5,0.9,0,114.4,20,50.7,11.3,1.1,35.2,2.6,0.5,75.6,5.8,94.1,279
"2013",458,5.5,7.8,21,2.17,9.7,11.8,10.8,0.9,0.2,114.2,26.3,61,22.1,5.3,20.6,8.2,4.8,81.6,10.6,87,262
"2013",101,6.1,3.3,22.2,2.21,10,11.6,11,0.6,0,115.9,29.1,56,15.5,14.9,14.1,11.4,0,67.8,10.6,71,231
"2013",306,4.4,6.3,21.3,2.21,9.7,12.9,12.1,0.8,0,115.3,25.5,50.4,16,16.5,16.2,0.7,1.1,89.1,8.2,83.3,243
"2006",482,7.2,6.1,20.6,2.3,9,11.1,10.5,0.5,0.1,115.3,27,33.6,13.8,0.4,18.4,1,0.1,84.2,6.7,84.8,210
"2013",701,4.5,5.3,17.6,2.24,7.9,10,9.2,0.7,0.1,115.5,26,50.7,13.7,3.9,27.5,2.7,3,76.6,7,91.8,255
"2013",1004,6,4.8,20.9,2.27,9.2,10.8,9.9,0.8,0.1,115.6,26.2,43.3,18.1,3.1,18.5,1.9,1.7,84.5,9.2,79,270
"2013",1050,6.3,6,26.7,2.5,10.7,12.3,11.5,0.7,0.1,114.3,22.1,25,12.5,0.5,10.2,1.3,0.5,91.2,5.9,93.3,261
"2013",209,6.3,4.7,25.8,2.23,11.6,12.1,12.1,0,0,113.9,28.8,48.1,15.6,9.4,21.8,0.2,1.2,89.1,8.1,89.2,242
"2013",483,5.7,5.1,24.8,2.51,9.9,11.6,10.4,0.9,0.3,115.8,21.2,21.6,11.9,1.4,8,0.1,0.2,93.2,5.7,92.4,250
"2013",267,5,3.2,20.9,2.22,9.4,11.9,11.4,0.5,0,116,24.6,54.4,20.1,4.7,28.7,0.9,0,80.5,10.7,81.3,250
"2013",233,5.9,2.9,18.1,2.24,8.1,12.1,10.6,1.4,0.2,115.3,23.5,50.8,16.4,1.1,32.5,0.6,0.1,78.3,7.7,89.2,242
"2013",345,5.6,5.4,20.7,2.24,9.2,11.1,10.4,0.7,0,115.8,27.1,43.3,11.9,0.5,25,5.4,0.5,75.2,5.6,93.4,238
"2013",335,3.9,6.2,23.9,2.46,9.7,12.2,11.5,0.7,0,114.1,19.2,26.7,15.1,2.3,8.5,0.8,0,91.9,7.2,88.2,238
"2013",1089,3.4,4.6,22.2,2.3,9.6,11.8,11,0.6,0.2,114.6,21,51.9,13.2,9.3,28.7,0.2,0.4,86.1,6.8,90.2,252
"2013",886,4.3,3,15.6,2.12,7.4,9.6,8.9,0.2,0.5,114.1,24.7,72.6,22.7,5.7,41.7,1.6,1,69.7,13.3,65.5,269
"2013",137,3.4,5.9,25.1,2.49,10.1,11.9,10.7,0.9,0.2,115.2,20.7,30.5,10.6,1.5,18.4,0,0,86.6,5.4,92.9,243
"2013",551,5.8,5.1,23.1,2.29,10.1,11.9,11,0.8,0.2,115.2,25.6,44.6,17.3,1.4,25.7,0.2,0,80.9,8.4,81.4,243
"2013",81,6.7,4.8,19.7,2.15,9.2,11.1,10.5,0.7,0,115.9,25.1,62.5,30.5,0.4,26.9,4.3,0.5,67.3,15,75.6,242
"2006",662,6.9,5.2,22.6,2.47,9.2,11.7,10.5,0.6,0.6,113.8,22.2,34.5,10.1,1.1,21.2,1.6,0.5,80.2,5.1,95.5,242
"2006",47,8,0,24.2,2.45,9.9,11.7,10.7,1,0.1,115.9,19.9,45.2,17.6,0,24.3,3.3,0,86.7,8.2,75.9,215
"2006",400,7.1,4.2,21.8,2.34,9.3,11.2,10,1.1,0.1,115.6,19.7,48.3,16.2,2.6,24.7,3.5,1.4,80.6,7.4,83.3,214
"2006",109,8.3,7.3,22.3,2.28,9.8,12,11.1,0.8,0,114.4,26.9,41.7,14.8,4.5,22,0.1,0.3,88.5,6.1,89,246
"2006",415,6.9,4.9,21.9,2.38,9.2,10.8,9.6,1,0.2,115,22.9,37.6,14,3,20.5,0,0,77.2,6.7,87.1,278
"2006",465,5.9,4.3,21,2.29,9.2,11.4,10.6,0.8,0,115.3,26.1,41.6,12,8.7,21,0,0,85.5,6.1,89.6,256
"2006",145,7.6,5.2,19.2,2.1,9.1,10.4,10.2,0.2,0,115.4,29.3,59.8,17.3,1.2,38.7,1.1,1.5,70.2,6.4,92.7,257
"2010",879,7.8,6.4,22.9,2.38,9.6,11.4,10.8,0.5,0.1,115.5,24.5,30.1,14.3,3,11.6,0.6,0.6,88,6.7,85.2,240
"2006",815,6.2,4.3,22.3,2.42,9.2,11.5,10.8,0.6,0,114.3,21,40,14.2,2.2,23.6,0,0,81.4,7.1,87.8,292
"2010",149,6.5,4.1,21.1,2.27,9.3,11.5,10.9,0.6,0,114.8,25.8,53.3,14.5,1,37.7,0.1,0.1,68.9,7.6,89.4,232
"2010",154,3.6,NA,20.6,2.11,9.8,12.6,11.6,0.7,0.3,115.5,27,57.9,18.2,1.4,36.1,2,0.3,89.3,8.5,81.1,253
"2010",334,7.8,9,25.7,2.41,10.7,12.3,11.6,0.5,0.2,115,27,25.2,12.2,0.2,12.8,0,0,86.6,5.6,93.9,242
"2010",431,6.4,4.5,23.6,2.38,9.9,12,10.9,1,0.1,114.7,21.7,39.5,13.8,1.4,23.7,0.4,0.2,85.3,6.6,92.4,243
"2010",350,5.8,4.2,25.5,2.43,10.5,11.3,10.8,0.5,0,114.1,21.3,35.6,14.1,4.5,14.9,1.1,1,89.7,6.8,92.6,229
"2010",357,4.4,4.4,20.3,2.13,9.5,11.2,10.4,0.8,0,116.2,21.7,70.4,23.8,9.3,36.5,0.8,0,79.7,12.9,72.2,275
"2010",416,7.8,6,20.4,2.2,9.3,10.6,10.2,0.4,0,116.7,25.9,51.9,15.7,3.7,29.3,1.6,1.5,82.9,8.2,86.6,234
"2010",1252,6.6,5.4,22.9,2.46,9.3,11.3,10.3,0.7,0.3,113.8,19.8,36,13.3,0.9,21.5,0.4,0,79.1,6.4,93.9,248
"2010",231,6.5,4.6,22.5,2.26,9.9,11.4,10.7,0.8,0,115,25.5,44.9,16.4,1.9,25.7,0.9,0,79.8,7.6,89,242
"2010",586,6.4,6.4,22.4,2.47,9.1,12.2,11.4,0.4,0.5,115,20.1,31,14.2,5.8,9.1,1.4,0.5,91.3,6.5,91.9,243
"2010",413,6.8,4.9,23.4,2.47,9.5,10.8,10.1,0.6,0.1,115,17.7,38.7,14.4,1.4,20.6,1.5,0.8,82.6,7.4,87.4,241
"2010",503,7,6.3,21.4,2.19,9.8,11.4,10.6,0.8,0,115.8,27.1,48,14.8,0.7,32.3,0.1,0,86.5,6.4,90.3,249
"2010",1029,5,2.5,16.9,2.32,7.2,9.8,8.5,0.7,0.6,113.8,20.4,54,18.6,4.9,29.3,1.2,0.1,79,11.1,72.5,270
"2010",149,6.7,6.2,19.9,2.19,9.1,11.3,10.6,0.6,0.1,114.7,23.1,60.8,22.1,0.5,37.9,0.4,0,70.8,10.1,69.4,232
"2010",182,3,2.2,18.6,2.16,8.6,11,9.9,0.9,0.2,116.3,18.7,77.6,15.3,11.1,50.8,0,0.5,69.6,10,77.6,263
"2010",1011,6.2,5.1,21.5,2.37,9.1,11.6,9.7,0.9,0.9,114.8,20.7,43.4,17.3,2.3,19.8,2.4,1.6,82.6,8.2,85.3,256
"2010",515,5.3,3.4,21.6,2.3,9.4,12.6,11.5,0.8,0.3,114.6,26.8,37.7,15.1,1,19.4,1.8,0.5,86.7,7.7,87.1,262
"2010",156,6.7,4.2,23.8,2.27,10.5,12.2,11.1,0.9,0.1,116.6,24.8,45.9,11.3,1,30.4,2.6,0.7,76,5.8,94.7,220
"2010",528,6.1,4.8,23.2,2.37,9.8,12.3,11.8,0.4,0.1,114.5,25.5,33.1,13.9,1.5,16.6,0.8,0.2,89.6,6.6,88.8,243
"2010",175,3.5,NA,15.9,1.74,9.2,10.3,10.2,0,0,114.5,20.6,120.9,14.9,1.5,104.5,0,0,64.6,7.3,89.4,203
"2010",568,6.2,4.8,18.2,2.22,8.2,10.6,9.5,1,0.2,115.2,29,47.9,16.4,2.9,20.3,7.4,0.9,72.8,7.5,92.2,254
"2010",910,5.6,4,22.6,2.27,9.9,11.9,10.3,1.2,0.4,115.5,25.6,46.2,11.6,1.1,28.6,3.6,1.3,77.4,6.1,94.6,257
"2010",775,5.4,3,22.6,2.4,9.4,11.8,10.3,1.1,0.3,114.4,23.5,33.6,11.1,2.2,19.9,0,0.3,85.6,5.7,94.2,248
"2010",386,3,NA,18.1,2,9.1,10.8,10,0.7,0.1,114.1,21.4,86.2,13.9,2.9,69.2,0.1,0.1,85.6,6.5,87.5,270
"2006",993,7.1,4.9,20.7,2.28,9.1,10.7,9.8,0.6,0.3,116,25.3,43.7,14.2,1.8,20.3,5.7,1.6,81.5,6.9,88.9,227
"2006",451,7.7,5.4,25.8,2.49,10.4,11.9,11.1,0.6,0.2,115,20.9,25.4,12.2,0.5,12.6,0.1,0,89.6,5.5,92.2,235
"2006",1570,6.1,3.4,22,2.35,9.3,11.1,9.8,1.3,0,113.7,23.1,43.2,15,2.4,24.6,0.6,0.6,83.8,7.4,88.3,225
"2006",212,7,4.2,19.5,2.28,8.6,11.4,10.7,0.6,0.1,114.5,26.6,44.1,12.6,0.4,27.6,2.9,0.7,76.9,6,88.9,225
"2006",260,5.7,4.7,21.9,2.34,9.4,11.4,10.4,0.8,0.1,116.1,22.1,43.4,19.6,1.2,19.5,2.1,1.1,83.1,7.3,84.8,235
"2006",1299,6.8,3.2,21.6,2.4,9,10.9,10.1,0.5,0.3,114.7,25.2,32.1,12.1,5.7,12.6,0.4,1.4,90,6.2,88.6,235
"2006",470,5.7,4,20.2,2.24,9,10.9,9.3,1.5,0,114.1,25.6,52.1,19.3,3.2,29.4,0.2,0,75.6,9.2,77.1,242
"2006",103,6.4,0,19.4,2.14,9,10.3,9.6,0.7,0,115,21.8,87.6,21.4,0,65.6,0.5,0,72.7,13.7,73.9,242
"2006",262,8.6,6.9,22.7,2.36,9.6,10.9,10.3,0.5,0,115.3,18.5,47.6,12.1,0.6,34.6,0.3,0,77.6,5.3,94.3,221
"2006",471,8.6,6,24.3,2.43,10,12.2,11.5,0.7,0,112.6,23.5,33.8,14.8,1.4,17.6,0,0,89.6,6.4,90.5,208
"2006",269,6.9,5.1,25.7,2.46,10.4,12.3,11.4,0.7,0.3,114.7,23.4,25.2,14,0.9,10.3,0,0,90.9,6.6,92.4,249
"2006",143,7,5.7,20.2,2.12,9.5,11.9,10.4,1.4,0,115.2,24,69.9,14.9,0.7,53.9,0.3,0,68.9,6.5,91.9,248
"2006",644,6.1,5.7,22.9,2.36,9.7,11.3,10.8,0.5,0,115.8,26.6,28.8,9.8,5,12.4,0,1.5,86.2,4.9,94.2,210
"2006",530,6.8,3.5,21.1,2.3,9.2,10.5,9.8,0.5,0.2,114.7,19.8,57.5,12.7,2.6,36.5,3.7,2,63.9,6.2,88.9,240
"2006",387,5.4,2,15.1,1.82,8.3,9.9,9.7,0.2,0,115.4,25,108.7,27,8.5,66.5,0.3,6.4,59.4,7.9,89.1,254
"2006",223,5.9,5.9,18.7,2.19,8.5,11.2,9.8,0.5,0.9,115.4,26,56,10.1,1,36.3,7.4,1.3,71.1,5.2,93.6,212
"2006",180,6.4,5.5,23.5,2.22,10.6,11.6,11.2,0.4,0,115,22,62.4,13.3,1.6,39.8,7.6,0.2,71.6,6.9,92.6,243
"2006",464,6.5,4.8,23.1,2.39,9.6,12.2,10.3,1.4,0.6,115.6,21.6,37.2,13.9,4.9,18.2,0.2,0.1,89,6.7,87.4,244
"2006",533,5.7,4,22.6,2.37,9.5,11.4,10.2,0.8,0.4,115.4,19,46.3,14.6,4.1,20.8,4.8,2.1,81.8,6.9,88,245
"2006",856,7.4,2.7,23,2.38,9.7,11.5,10.6,0.5,0.4,114.1,24.1,37.2,16.3,3.7,16.3,0.4,0.5,87.1,7.6,86.5,245
"2006",132,5.5,4.1,18.9,2.27,8.3,11.5,10.3,1.2,0,116.1,23.6,43.6,12.3,1.3,30,0,0,77.2,5.8,90,248
"2006",176,7.9,5.9,20.3,2.26,9,10.2,10.2,0.1,0,114.3,21.8,56.5,26,2,28.5,0,0,82.2,11.4,72.4,255
"2006",116,6.5,4.1,22,2.3,9.6,11,10.1,0.9,0,115.5,23,46,12.2,1.2,32.5,0,0.1,80.3,6.1,83.7,210
"2006",1613,6.5,2.9,20.6,2.34,8.8,10.4,9.7,0.6,0.1,115.7,26.1,36,15.5,2.5,13.3,3,1.6,81.7,7.6,83.1,242
"2006",627,6.3,5.8,23.4,2.37,9.9,11.8,11.1,0.5,0.2,114.8,20.7,44.4,12,17.7,10.7,0,3.9,88.8,6.1,86.4,279
"2006",452,7.6,4.1,20.7,2.23,9.3,11.7,11,0.5,0.2,114.3,23.5,59.1,24.9,1.3,29.9,2.4,0.7,78.5,5.7,93.2,238
"2006",230,6.5,4.6,21.1,2.21,9.5,11.3,10.7,0.5,0,115.2,25.8,55.8,20.5,0.6,31.9,1.2,1.6,76.4,9,81.6,211
"2006",432,6.3,5.1,20.8,2.27,9.1,10.7,10.1,0.4,0.1,114.4,26.5,45.6,14.3,0.9,28.6,1.5,0.3,80.3,7.2,84.4,249
"2006",981,4,2,16.9,2.36,7.2,10.3,9.4,0.8,0.1,115.8,20.2,45,12.7,5.5,23.7,1.9,1.3,83.1,6.5,86.3,251
"2014",395,5.3,4.6,20.7,2.28,9.1,11.5,10.3,0.6,0.6,114.3,26.4,47.1,15.1,3.4,25.8,1.6,1.1,77.6,7.4,87.1,247
"2014",489,4.6,4.6,25.4,2.47,10.3,11.9,10.7,0.9,0.3,115.7,22,24.6,11.8,1.5,11.2,0.1,0.1,93.7,5.7,91.5,255
"2014",134,4.6,5.3,18.8,2.05,9.2,11.2,11.2,0,0,115,23.7,75.9,33.8,16.9,25.2,0,0,84.2,20.8,80.2,205
"2014",451,6.3,5.5,22.3,2.36,9.4,12.5,11.4,0.9,0.2,115.4,22.1,40.8,14.9,1.2,18.4,2.2,4.1,80.4,6.6,87.2,249
"2014",77,3.9,3.3,21.7,2.27,9.5,12.6,10.7,0.8,1,115.5,25.6,43.2,10.4,1.8,29.2,0.9,0.9,78.2,5.4,97.3,246
"2014",361,6.4,NA,21.3,2.41,8.9,11.4,10.6,0.8,0,115.3,21,36.5,15.4,0.5,19.2,1.3,0,83.2,5.7,92.3,270
"2014",169,4,3.8,18.3,2.34,7.8,10.4,9.5,0.9,0,116.8,22.6,42.4,13,0.9,28.5,0,0,74.4,7,89.2,243
"2014",1921,4.1,3.9,27,2.48,10.9,12.6,12.1,0.4,0.2,115.9,21.8,25.2,12.1,2.7,7.7,1.6,1.1,88.7,6,92.7,261
"2014",295,3.7,5.3,24.3,2.4,10.1,12.8,11.6,0.8,0.3,114.8,24.5,32.4,12.6,3.5,16.2,0,0.2,85.8,7.1,83.7,243
"2014",328,4.7,6.2,21.5,2.25,9.6,10.6,10.4,0.1,0,115.7,24.7,48.9,11.2,1,36.7,0.1,0,75.2,5.5,96.2,242
"2014",289,5.1,5.5,26.6,2.42,11,12.9,11.8,1,0,115,27.1,24.7,12.9,0.2,11.4,0.2,0,87.3,5.8,92.3,243
"2014",352,3.8,2.9,21.8,2.26,9.7,10.6,10.4,0.2,0,115.5,25.2,50.1,15.1,7.3,26.2,1.6,0,83.1,8.7,82.5,252
"2014",541,4.4,4.3,22.9,2.27,10.1,12.6,11.3,0.9,0.3,115.4,26.7,44.7,13.2,2.4,21.6,5.7,1.8,78.6,7,86.7,256
"2014",909,6.9,4.9,18.7,2.29,8.1,11.8,10.4,1.3,0.2,115,23.8,42.8,17.9,7.3,15.8,1,1,86.6,7.8,84.9,NA
"2014",274,5.6,5.1,24.9,2.39,10.4,11.7,10.6,1,0,115.5,25.6,31.6,14.5,2.8,13.6,0.5,0.2,87.1,6.5,92.9,243
"2014",865,3.7,5.3,25,2.41,10.4,13,11.3,1.1,0.6,115.2,22.1,34.5,18.1,2.6,13.3,0.4,0.1,87.1,9.3,79.3,247
"2014",417,4.6,5.6,25.2,2.43,10.4,12.2,11.1,0.8,0.4,115.8,25.3,23.7,11.7,1,11,0,0,89.3,5.6,95.9,267
"2014",168,4.3,5.5,21,2.17,9.7,10.7,10.5,0.2,0,116,25.8,61,15.9,3.4,37.7,4,0,68.2,9.1,86.1,242
"2014",2158,5,NA,20.7,2.52,8.2,11,10.7,0.3,0,113.4,21.1,26.2,13.9,1.6,10.7,0,0,88,6.2,90.6,238
"2014",351,4.6,NA,22.9,2.33,9.8,13.4,11.6,1.8,0,114.8,22.6,44.1,17.1,0.9,26,0.2,0,79.4,8.1,80.2,268
"2014",195,4.4,5.3,22.7,2.36,9.6,10.5,9.9,0.5,0.1,114.7,24.1,40.3,12.3,6.6,20.1,0.9,0.4,82.7,6.6,90.6,244
"2014",355,4,NA,24.3,2.41,10.1,11.8,11.1,0.7,0,114.9,26.2,28.7,14.3,0.8,13.5,0,0.1,89.2,7.8,84.3,268
"2014",184,6.2,4.8,25.4,2.4,10.6,13.5,12.3,1,0.1,115.6,23.8,31.4,12.3,0.3,18.9,0,0,85.1,5.4,93.2,244
"2014",515,3.4,4.2,25.4,2.43,10.4,12.6,11.4,0.7,0.5,114.1,24.5,29.8,10.1,1.4,17.5,0.1,0.8,83.8,5.3,97.7,251
"2014",150,5.7,5.7,22.5,2.37,9.5,11.4,10.4,0.9,0.1,115.2,20.7,43.4,11.9,0.5,30.5,0.4,0,79.4,5.7,93.6,271
"2014",541,4.6,5.5,18.7,2.21,8.5,11.1,10.2,0.6,0.2,114.6,21.1,64.1,16.2,3.8,39.7,3.4,1,77.4,8,82.5,263
"2014",184,5,5.8,25.1,2.4,10.5,12,11,0.6,0.3,115.8,28.3,20.5,11.1,1,7.8,0.3,0.2,91,5.4,95.6,235
"2014",202,5.6,3.4,22.4,2.33,9.6,10.6,10.2,0.4,0,115,27.2,34.6,14.5,0.6,18.5,0.8,0.1,89.2,5.8,96.3,250
"2014",311,4.1,4.6,19.4,2.17,9,10.9,10.2,0.7,0,116.4,25.3,60.2,14.5,1.2,34,7.4,3.2,68.5,7.4,87.7,245
"2014",314,5.9,5.9,23.8,2.39,10,11.4,10.7,0.7,0,115.8,25.3,31.5,12.4,0.4,18.6,0,0.1,82.7,5.9,93.6,250
"2014",867,5.8,4.5,23.2,2.39,9.7,11.9,10.8,1,0.1,115,21.7,37.4,15,2.3,17.8,1,1.3,85.9,6.9,85.9,254
"2014",1152,6,NA,20.8,2.17,9.6,12.3,10.4,1.8,0,115.9,31.5,44.9,16.4,1.2,27.5,0,0,83.1,8.1,82.9,243
"2014",158,6.2,7.4,21.3,2.25,9.4,11.2,10.3,0.8,0.1,115.2,20.4,57.9,14.9,0.5,41.9,0.6,0,73.2,6.9,92.6,242
"2014",888,4.9,5.8,24.6,2.39,10.3,11.2,10.9,0.2,0.1,114.8,20.8,40.7,14.8,5.9,19,0.9,0.1,86.4,7,92.7,273
"2014",629,5.7,5,22.2,2.4,9.2,12.7,11.6,1,0.2,115.1,23.1,34.6,14.5,1.2,18.3,0.3,0.3,82.8,6.8,85,242
"2014",128,4.9,4.9,22.7,2.36,9.5,12.7,11,1.1,0.6,115.5,25.2,34.2,14.1,0.4,19.6,0.1,0,83.3,6.9,87.1,248
"2014",1052,4.2,2.6,18.3,2.24,8.2,9.7,9.3,0.2,0.1,113.9,26.9,53.8,21.3,2.9,28.3,0.5,0.8,76.9,11.6,70.1,253
