"YEAR","REGION","SCALE","PSY","상시모돈","모돈회전율","비생산일수","비생산일_이유_교배","비생산일_이유_도폐사","비생산일_교배_사고","비생산일_사고_교배","비생산일_사고_도폐사","임신기간","분만율","평균총산","평균실산","평균미라","평균사산","평균이유두수","포유기간","재귀발정일","재귀율_7일_이내","평균도폐산차","최초교배일령","모돈평균산차"
2014,10008,180003,21.7,206,2.21,57.4,22,4.9,29.3,0.9,0.2,114.5,74.9,10.8,10.8,0,0,9.8,24.9,11.3,70.3,5,241,4.7
2014,10002,180003,21.7,250,2.31,38.8,12.5,3.5,22.7,0.2,0,115.3,84.5,11.6,10.8,0.1,0.7,9.4,25.1,6.4,90.2,4.8,243,4.1
2014,10007,180003,21.7,299,2.2,53.2,10.4,0.7,38.8,3,0.3,115.6,72.7,11.7,10.7,0.1,0.9,9.9,26.3,4.9,97.9,4.8,243,6
2014,10002,180005,23.2,453,2.42,36.3,15.9,2,15.7,1.6,1.1,113.8,82.1,11.6,10.8,0,0.8,9.6,23.2,8.3,86,5.3,232,5.5
2014,10003,180004,22.4,334,2.25,59.5,10.8,1.9,46.7,0,0,113.6,75.9,12.3,11.5,0,0.8,10,21.9,5.7,92.7,4.9,242,6.6
2008,10002,180005,25,434,2.41,25.7,15.6,0.3,9.4,0.4,0.1,115.4,90.7,12.3,11.4,0.3,0.6,10.4,24.9,7,82.6,7,210,8.9
2008,10002,180007,24.8,1859,2.42,31.1,11.5,3.1,13.3,2.1,1.1,114.8,86.8,11.3,10.9,0.1,0.3,10.2,23.1,5.6,93.7,4.9,231,6
2008,10001,180004,22.9,308,2.38,34.1,12.5,1.4,19.3,0.9,0,115.3,81.2,11,10.3,0,0.7,9.6,24.6,5.9,91.1,6.5,256,6.7
2008,10004,180002,22.2,168,2.35,30.5,13.3,1.6,11.4,2.9,1.4,115.6,85.7,11.5,10.9,0.1,0.4,9.4,27,6.2,90.8,5,255,9.5
2008,10009,180002,21.1,121,2.21,46.9,13.5,0.4,28.2,4.5,0.2,115.6,76.6,11.7,10.6,0,1,9.5,29,6.7,95.1,4.4,231,NA
2008,10002,180005,22.4,450,2.36,43.4,18,1.9,22.3,1.1,0.1,114.7,84.2,11.1,10.2,0.2,0.8,9.5,21.7,9.1,80.1,7.4,232,7.2
2008,10007,180003,21.9,278,2.35,45.9,14.5,2.7,27.8,0.3,0.6,116.1,80.9,11.4,9.7,0.5,1.2,9.3,17.5,6.7,87.7,5.4,277,4.6
2008,10005,180007,21.9,1259,2.39,28.2,11.6,3.2,12.8,0.4,0.2,114.2,91.7,11.9,10.8,0.5,0.5,9.2,25.9,5.5,91.9,5.3,255,7.2
2008,10001,180007,19.6,1037,2.23,48.1,15.6,4,23.2,2.7,2.6,115.2,78.5,10.8,9.8,0.2,0.8,8.8,26.9,7.9,84.9,5,243,7.4
2008,10002,180002,22.3,101,2.35,35.7,13.4,3.4,18.5,0.3,0,116,82.3,11.5,10.4,0.1,1,9.5,25.2,6.5,85.5,5.3,210,7.4
2008,10002,180003,22.8,272,2.43,31.1,11.9,9.6,8.2,0,1.4,115,87.2,11.7,10.6,0,1.2,9.4,22.3,5.9,91.5,5,295,6.7
2008,10004,180006,21.4,537,2.28,40.8,11.2,1.9,21.4,4.3,2,115.9,80.4,11,9.9,0.1,0.9,9.4,27,5.9,90.3,3.1,252,5.3
2008,10004,180005,22.5,409,2.52,26.9,10.4,0.9,15.3,0.1,0.1,114.5,83.9,10.8,10,0.4,0.5,8.9,20.2,4.8,97.3,5.6,192,7.7
2008,10001,180005,18.5,463,2.19,58.6,17,1.8,35.5,3.4,0.9,114.9,73.9,9.9,9.1,0,0.7,8.5,25.1,8.7,82.6,4.9,240,5.4
2008,10001,180005,24.3,492,2.43,39.2,13.2,0.4,25.4,0.2,0.1,114.8,78.7,11.2,10.2,0,1,10,19.6,6.1,92,4.9,252,6.7
2008,10004,180007,19.7,1230,2.15,55.4,14.6,6.7,28.9,2.6,2.6,115.7,78.4,10.6,9.9,0.1,0.6,9.1,26.3,8.4,84.9,3.8,244,5.3
2008,10009,180003,20.8,204,2.22,51.7,23,3.9,22.2,0.8,1.7,115.5,80.7,11.9,10.7,0,1.2,9.4,26,12.3,57.6,4.5,235,7
2008,10001,180004,20.9,328,2.18,64.1,20.9,10.1,32.8,0.4,0,115.4,85.9,10.5,9.8,0,0.7,9.6,22.4,12.6,90.3,5.7,255,6.7
2008,10002,180002,22.2,102,2.37,31.8,11.8,1.4,18.5,0,0.2,113.9,88.3,11.5,10.7,0,0.8,9.3,27.3,5.7,87,6.9,206,8.1
2008,10005,180006,19.8,889,2.23,50.2,15.6,1.3,31.4,1.5,0.5,115.2,77.2,11,10.2,0.1,0.7,8.9,25.4,8,80.8,3.8,255,6.8
2008,10002,180005,21.1,430,2.24,51.5,17.4,1.7,26.9,4.4,1.1,114.6,77.1,11.1,10.5,0.1,0.6,9.4,25.9,8.7,80.9,4.6,247,8.9
2008,10002,180003,22.8,238,2.27,36.5,17,0.4,18.2,0.9,0.1,115.3,90.9,11.4,10.6,0,0.8,10,28.4,7.9,72.1,7.2,211,7.9
2008,10001,180006,16,564,2.37,51,19.9,2,27.5,0.9,0.7,114,78.6,9.8,8.1,1.1,0.6,6.8,23.3,12.7,62.1,0.9,251,5.7
2008,10004,180005,19.9,417,2.11,62.2,11.6,1.5,47.2,0.8,1,114.7,67,11,9.9,0,1.2,9.4,25.5,6.1,92.4,4.3,239,3.6
2008,10001,180005,22.5,420,2.32,39,11.9,1.5,20.8,3.7,1.1,114.6,80.8,11.6,10.9,0.2,0.6,9.7,26.3,5.9,90.4,4.3,248,6.1
2008,10003,180006,20.5,814,2.3,48,11.4,1.2,34.8,0.3,0.3,114.9,74.9,10.9,10.2,0.2,0.5,8.9,22.9,5.5,91.3,4.6,243,6.9
2008,10003,180004,23.9,363,2.44,36,14,2.4,18.4,0.7,0.5,114.1,88.7,10.8,10.2,0,0.6,9.8,20.9,6.5,93.4,4.4,221,5.8
2008,10002,180004,24,343,2.37,27.3,11.6,0.2,14.2,1.1,0.2,116.2,88.7,12.2,11.2,0.3,0.7,10.1,26.8,5.7,90.5,6.1,225,7.8
2008,10002,180006,24.8,505,2.47,23.2,10.1,2.1,9.2,1.6,0.2,114.5,87,11.4,11.3,0,0.1,10,24.7,5.4,96,5.8,244,6.5
2008,10002,180006,25.4,646,2.39,26.6,13.5,0.3,12.7,0.1,0,114.9,89.3,12.1,11.6,0.2,0.3,10.6,26.7,5.8,94.7,5.8,211,8.9
2008,10001,180004,21.7,399,2.28,41.4,13.2,2.1,22.9,2,1.2,113.9,80.7,12,11,0.3,0.6,9.5,27.4,6.4,92.6,6,259,6.9
2008,10001,180006,19.7,691,2.28,39,14.5,1.9,19.8,1.3,1.5,115.1,83.6,10.9,10,0.1,0.8,8.6,27.7,6.9,90.5,4.7,210,5.8
2008,10002,180006,23,521,2.41,22.2,12.9,4.1,5,0.1,0.2,115.2,98,11.7,10.8,0.2,0.7,9.6,28.5,6.3,94.6,5,215,6.5
2008,10005,180007,23.8,1013,2.44,36.2,17.5,2.3,14.1,1.3,1.1,114.8,83.7,11.5,10.3,0.2,1.1,9.7,20.3,8.6,81.1,4.5,247,6.1
2008,10006,180005,22.3,428,2.43,30.2,15.2,1.1,13.9,0.1,0,115,90.5,12,11.3,0,0.7,9.2,22.6,7,91.9,5.7,199,7.7
2008,10007,180003,22.8,201,2.22,52.9,11.6,1.8,34.7,3.6,1.1,115,74.4,11.6,11.1,0,0.6,10.3,26,5.7,96.2,4,210,5.8
2008,10002,180002,21,177,2.27,52.8,21.6,7.8,21.9,1.1,0.4,115.1,81.3,10.7,10.5,0,0.2,9.2,24.2,10.5,80.4,5.2,243,6
2008,10003,180004,20.5,391,2.36,31.8,12.2,1.4,18,0.1,0.1,114.5,87.3,11.5,10.3,0.5,0.7,8.7,26.8,6.4,91.4,4.4,247,5
2008,10007,180003,23.3,286,2.42,27.2,10.8,0.4,16,0,0,115.1,86.1,11,9.8,0,1.2,9.6,25.9,5.3,92.5,5.5,231,8.3
2008,10002,180006,23.9,539,2.43,24.4,14.8,1.5,7.5,0.3,0.2,115.4,91.7,11.9,11.1,0.4,0.4,9.9,24.8,6.8,88.2,5.4,253,7.6
2008,10002,180002,21.8,185,2.35,31.4,15.5,1.2,14.1,0.6,0,114.9,86.7,10.9,10.1,0.1,0.7,9.3,26.7,6.8,86.1,4.9,210,7
2008,10001,180003,22.5,261,2.3,52.9,12.7,1.7,38.5,0,0,115.9,79.9,11.6,10.9,0.1,0.7,9.8,19.5,5.9,97.5,5,263,7.1
2008,10008,180007,22.4,1154,2.44,25,11.8,0.4,11.3,1,0.4,115.4,83.9,11.3,10.4,0.1,0.8,9.2,24,5.6,93.4,6,224,6.3
2008,10002,180003,20.7,277,2.35,41,11.8,1.1,27.7,0.4,0,115.5,86.5,11.1,10.3,0.2,0.6,8.8,23.3,6.2,88.6,6.1,243,6.7
2008,10006,180002,21.1,126,2.41,44.2,9.3,5.8,29,0.1,0,115.3,75.2,11.5,10.5,0,1.1,8.8,27,6.8,91.1,4.6,245,6.3
2008,10002,180002,21.1,111,2.28,45.9,19.8,1.3,20.3,1.8,2.7,115.6,82.3,11.3,10.6,0,0.7,9.3,25.1,9.4,74.7,8.5,217,9.4
2013,10009,180002,26.9,193,2.42,28.6,12.5,0.7,14.5,1,0,115.5,84.8,12.8,12,0,0.8,11.1,24.5,6.4,93.2,7.6,221,6.1
2013,10009,180002,18.2,193,2.09,80.2,17.8,2.6,45.7,11.1,3.1,115.8,65.1,10.4,10.3,0,0.1,8.7,20.7,9.5,86,4.1,238,5.6
2013,10007,180007,23.4,1499,2.46,32.8,15,5.4,12.1,0.1,0.1,114.6,92.8,12.3,11,0.8,0.6,9.5,20.7,6.9,87.2,2.6,243,5.7
2013,10001,180002,20.5,153,2.24,57.9,18.1,2.9,30.2,6,0.7,115.5,81.5,11.7,10.5,0,1.1,9.1,21,9.5,91.2,6.1,242,6.2
2013,10002,180005,21.8,407,2.29,46.9,13.5,0.8,30.7,1.1,0.8,115.9,79.3,12,11.1,0,0.8,9.5,24.3,6.8,90.6,5.1,242,5
2013,10006,180002,23.7,141,2.44,28.9,12.7,2,12,0.3,1.9,114,88.5,11.1,11.1,0,0.1,9.7,26,6.2,89.6,4.2,237,6.7
2013,10009,180003,24.6,237,2.4,27.5,15.1,1.2,11,0.2,0.1,115.9,86.5,12.6,11.3,0.3,1.1,10.3,26.2,7.2,88.2,3.9,229,6.1
2013,10002,180006,23.7,516,2.32,49,18.4,7,22.9,0.6,0.1,114.8,84.7,12.3,11.2,0.1,0.9,10.2,21.7,9.1,80.1,6.4,242,6.4
2013,10003,180003,22.9,202,2.39,28.9,11.5,0.1,15.5,1.7,0,115.1,87.7,11,10.6,0,0.4,9.6,26.5,5.3,94.3,1.8,250,6
2013,10003,180006,17.7,815,1.96,94.3,52.4,8.5,31.7,1.4,0.2,114.7,85.3,11.7,10.7,0,1,9,24,6.4,93.5,4.4,243,5.7
2013,10002,180002,18.7,163,2.13,63.9,25.8,1.1,30.6,4.4,2,115.8,74.1,11.1,10.6,0.1,0.4,8.8,25.6,5.6,95.1,4.4,243,6.1
2013,10004,180004,22.9,382,2.37,36.3,14.3,3.3,18,0.5,0.1,113.6,76.8,11.4,10.5,0.1,0.8,9.6,27,7.6,87.2,4.8,273,5.2
2013,10004,180002,23.4,109,2.47,30.1,11.9,2.4,13.4,1.7,0.7,115.3,87.3,11.6,10.6,0.1,1,9.5,22.9,6,86.3,4.4,243,5.8
2013,10004,180002,23.6,100,2.28,41.4,14,1.4,22.5,3.6,0,114.5,82.2,11.6,11.6,0,0,10.4,26.5,6.5,89.9,6.2,243,4.3
2013,10003,180006,24.1,512,2.42,36.4,13.3,1.2,20.3,1.6,0,114.5,84.1,11.9,10.8,0.3,0.8,10,21.1,6.4,90.5,3.9,251,5.5
2013,10002,180004,21.8,372,2.31,45.4,11.4,1.4,32.4,0.2,0,115.2,63.3,11.5,11.5,0,0,9.4,25.2,6.3,90.9,5.4,NA,6.6
2013,10004,180004,22.6,375,2.32,56.8,21.3,1.7,32.8,1,0,114.1,68,11.3,10.8,0.1,0.4,9.8,22.3,12.6,62.1,3.6,243,5.9
2013,10008,180006,24.5,510,2.44,39.4,15.1,1.1,20.8,1.5,1,116.2,84.2,12.8,11,0.3,1.5,10.1,21.7,8.7,80.7,1,265,4.5
2013,10002,180001,19.6,94,2.07,75.7,12.6,0.4,53.1,9.3,0.4,114.7,65.7,10.2,9.9,0,0.3,9.5,27.5,7.4,87.2,5.4,257,4.9
2013,10001,180006,23.8,616,2.29,40,17.7,2.1,17.9,1.4,0.8,114.9,89.5,11.5,10.9,0.2,0.4,10.4,27.8,8.2,87.1,1.5,268,6.4
2013,10007,180003,23.7,209,2.43,29.9,15.8,0.8,13.4,0,0,115.6,86.7,11.5,10.7,0,0.9,9.8,23.7,7.1,86.8,5.5,243,6.5
2013,10002,180002,21.2,199,2.2,58.9,10.8,1.4,46.4,0.3,0,114.9,72.3,11.2,11.1,0,0.1,9.6,26.7,6,94.9,6.2,242,6.2
2006,10001,180006,22.2,884,2.48,27.2,11.5,0.8,14.8,0,0,115.1,88.8,10.9,10,0.3,0.6,9,21.3,5.6,94.3,4.5,253,6.2
2013,10001,180004,23.9,305,2.3,41,13.8,0.3,26.6,0.2,0,115.4,80.1,12,11.3,0,0.7,10.4,25.2,6.2,91,3.4,223,7.2
2013,10005,180005,24.9,485,2.46,24.7,10.8,0.7,13.2,0,0,114,87.6,11.9,11,0.4,0.5,10.2,24.5,5.1,99,3.8,253,5.3
2013,10002,180003,24.1,206,2.34,44.5,11.9,5.1,26.5,0.9,0,115.9,83,12.3,11.3,0.1,0.9,10.3,21.5,6,93.4,5.8,242,6.2
2013,10006,180006,24,727,2.4,35.6,12.8,1.7,20.7,0.4,0,113.5,86,11.5,10.6,0.3,0.6,10,23.5,6.2,91.2,3.7,250,6
2013,10002,180003,19.7,238,2.24,52.5,16.4,6.5,28.9,0.6,0.1,115.1,74,11.2,10.3,0,0.9,8.8,25.3,10,78.6,3.4,236,5.1
2013,10009,180003,23.6,253,2.33,37.1,11.6,0.4,21.7,2.8,0.5,115.6,77.8,12.4,11.7,0,0.7,10.1,25,5.5,98,5.3,221,6.6
2013,10007,180007,15.7,1601,1.65,134.2,13.7,15.3,103.6,0.6,0.9,115.7,55.2,12.3,11,0.6,0.7,9.5,24.2,8.9,87.6,1,258,3.4
2013,10005,180007,22.5,1024,2.4,39.4,16.5,2.1,18.6,0.8,1.4,115.3,80.8,11.6,10,0.4,1.2,9.4,20.3,7.8,79.9,3.9,258,5.2
2013,10001,180001,18.2,85,2.22,43.9,14.1,4.1,24.8,0,0.9,115.3,87.6,11.5,10.3,0,1.2,8.2,28.6,6.8,88.1,3.9,243,5.5
2013,10009,180002,23.4,159,2.28,40.6,14.9,2.6,18.7,3.7,0.7,114.5,79.7,12.1,11.5,0,0.5,10.3,28.2,7.4,87.6,4.1,237,5
2013,10001,180004,23.5,300,2.37,31.4,12.3,0.4,18.2,0.2,0.2,116,85.9,11.7,10.9,0.1,0.7,9.9,25.2,5.7,90.5,3,249,6.5
2013,10002,180006,26.1,539,2.39,37.8,11.2,2.7,23,0.4,0.5,115.4,82.2,13.6,12.2,0.4,1,10.9,22,5.6,93.4,3.8,249,5.2
2013,10005,180003,25.6,217,2.45,25.9,12.8,0.8,12.1,0.1,0,114.8,87.7,12.3,11.5,0,0.9,10.4,23.3,6,89.4,2.9,243,4.5
2013,10003,180007,21.6,1017,2.29,37.9,14.9,0.8,20.7,1,0.4,116,87.3,11.2,10,0.2,1,9.4,26.2,7.3,85.2,5.3,271,6.5
2013,10009,180003,22.3,223,2.34,26.6,11.8,4.5,10.3,0,0,115.6,88.2,12,11.2,0.1,0.8,9.5,29.2,5.9,90,6.5,220,4.2
2013,10002,180007,22.4,1036,2.33,50.7,11.3,1.1,35.2,2.6,0.5,114.4,75.6,11.4,10.5,0,0.9,9.6,20,5.8,94.1,3.9,279,5.2
2013,10002,180005,21,458,2.17,61,22.1,5.3,20.6,8.2,4.8,114.2,81.6,11.8,10.8,0.2,0.9,9.7,26.3,10.6,87,7.8,262,5.5
2013,10005,180002,22.2,101,2.21,56,15.5,14.9,14.1,11.4,0,115.9,67.8,11.6,11,0,0.6,10,29.1,10.6,71,3.3,231,6.1
2013,10006,180004,21.3,306,2.21,50.4,16,16.5,16.2,0.7,1.1,115.3,89.1,12.9,12.1,0,0.8,9.7,25.5,8.2,83.3,6.3,243,4.4
2006,10001,180005,20.6,482,2.3,33.6,13.8,0.4,18.4,1,0.1,115.3,84.2,11.1,10.5,0.1,0.5,9,27,6.7,84.8,6.1,210,7.2
2013,10004,180006,17.6,701,2.24,50.7,13.7,3.9,27.5,2.7,3,115.5,76.6,10,9.2,0.1,0.7,7.9,26,7,91.8,5.3,255,4.5
2013,10003,180007,20.9,1004,2.27,43.3,18.1,3.1,18.5,1.9,1.7,115.6,84.5,10.8,9.9,0.1,0.8,9.2,26.2,9.2,79,4.8,270,6
2013,10005,180007,26.7,1050,2.5,25,12.5,0.5,10.2,1.3,0.5,114.3,91.2,12.3,11.5,0.1,0.7,10.7,22.1,5.9,93.3,6,261,6.3
2013,10004,180003,25.8,209,2.23,48.1,15.6,9.4,21.8,0.2,1.2,113.9,89.1,12.1,12.1,0,0,11.6,28.8,8.1,89.2,4.7,242,6.3
2013,10007,180005,24.8,483,2.51,21.6,11.9,1.4,8,0.1,0.2,115.8,93.2,11.6,10.4,0.3,0.9,9.9,21.2,5.7,92.4,5.1,250,5.7
2013,10009,180003,20.9,267,2.22,54.4,20.1,4.7,28.7,0.9,0,116,80.5,11.9,11.4,0,0.5,9.4,24.6,10.7,81.3,3.2,250,5
2013,10001,180003,18.1,233,2.24,50.8,16.4,1.1,32.5,0.6,0.1,115.3,78.3,12.1,10.6,0.2,1.4,8.1,23.5,7.7,89.2,2.9,242,5.9
2013,10009,180004,20.7,345,2.24,43.3,11.9,0.5,25,5.4,0.5,115.8,75.2,11.1,10.4,0,0.7,9.2,27.1,5.6,93.4,5.4,238,5.6
2013,10006,180004,23.9,335,2.46,26.7,15.1,2.3,8.5,0.8,0,114.1,91.9,12.2,11.5,0,0.7,9.7,19.2,7.2,88.2,6.2,238,3.9
2013,10005,180007,22.2,1089,2.3,51.9,13.2,9.3,28.7,0.2,0.4,114.6,86.1,11.8,11,0.2,0.6,9.6,21,6.8,90.2,4.6,252,3.4
2013,10001,180006,15.6,886,2.12,72.6,22.7,5.7,41.7,1.6,1,114.1,69.7,9.6,8.9,0.5,0.2,7.4,24.7,13.3,65.5,3,269,4.3
2013,10002,180002,25.1,137,2.49,30.5,10.6,1.5,18.4,0,0,115.2,86.6,11.9,10.7,0.2,0.9,10.1,20.7,5.4,92.9,5.9,243,3.4
2013,10002,180006,23.1,551,2.29,44.6,17.3,1.4,25.7,0.2,0,115.2,80.9,11.9,11,0.2,0.8,10.1,25.6,8.4,81.4,5.1,243,5.8
2013,10002,180001,19.7,81,2.15,62.5,30.5,0.4,26.9,4.3,0.5,115.9,67.3,11.1,10.5,0,0.7,9.2,25.1,15,75.6,4.8,242,6.7
2006,10001,180006,22.6,662,2.47,34.5,10.1,1.1,21.2,1.6,0.5,113.8,80.2,11.7,10.5,0.6,0.6,9.2,22.2,5.1,95.5,5.2,242,6.9
2006,10003,180001,24.2,47,2.45,45.2,17.6,0,24.3,3.3,0,115.9,86.7,11.7,10.7,0.1,1,9.9,19.9,8.2,75.9,0,215,8
2006,10003,180005,21.8,400,2.34,48.3,16.2,2.6,24.7,3.5,1.4,115.6,80.6,11.2,10,0.1,1.1,9.3,19.7,7.4,83.3,4.2,214,7.1
2006,10002,180002,22.3,109,2.28,41.7,14.8,4.5,22,0.1,0.3,114.4,88.5,12,11.1,0,0.8,9.8,26.9,6.1,89,7.3,246,8.3
2006,10007,180005,21.9,415,2.38,37.6,14,3,20.5,0,0,115,77.2,10.8,9.6,0.2,1,9.2,22.9,6.7,87.1,4.9,278,6.9
2006,10007,180005,21,465,2.29,41.6,12,8.7,21,0,0,115.3,85.5,11.4,10.6,0,0.8,9.2,26.1,6.1,89.6,4.3,256,5.9
2006,10009,180002,19.2,145,2.1,59.8,17.3,1.2,38.7,1.1,1.5,115.4,70.2,10.4,10.2,0,0.2,9.1,29.3,6.4,92.7,5.2,257,7.6
2010,10003,180006,22.9,879,2.38,30.1,14.3,3,11.6,0.6,0.6,115.5,88,11.4,10.8,0.1,0.5,9.6,24.5,6.7,85.2,6.4,240,7.8
2006,10002,180006,22.3,815,2.42,40,14.2,2.2,23.6,0,0,114.3,81.4,11.5,10.8,0,0.6,9.2,21,7.1,87.8,4.3,292,6.2
2010,10004,180002,21.1,149,2.27,53.3,14.5,1,37.7,0.1,0.1,114.8,68.9,11.5,10.9,0,0.6,9.3,25.8,7.6,89.4,4.1,232,6.5
2010,10001,180002,20.6,154,2.11,57.9,18.2,1.4,36.1,2,0.3,115.5,89.3,12.6,11.6,0.3,0.7,9.8,27,8.5,81.1,NA,253,3.6
2010,10002,180004,25.7,334,2.41,25.2,12.2,0.2,12.8,0,0,115,86.6,12.3,11.6,0.2,0.5,10.7,27,5.6,93.9,9,242,7.8
2010,10007,180005,23.6,431,2.38,39.5,13.8,1.4,23.7,0.4,0.2,114.7,85.3,12,10.9,0.1,1,9.9,21.7,6.6,92.4,4.5,243,6.4
2010,10003,180004,25.5,350,2.43,35.6,14.1,4.5,14.9,1.1,1,114.1,89.7,11.3,10.8,0,0.5,10.5,21.3,6.8,92.6,4.2,229,5.8
2010,10006,180004,20.3,357,2.13,70.4,23.8,9.3,36.5,0.8,0,116.2,79.7,11.2,10.4,0,0.8,9.5,21.7,12.9,72.2,4.4,275,4.4
2010,10006,180005,20.4,416,2.2,51.9,15.7,3.7,29.3,1.6,1.5,116.7,82.9,10.6,10.2,0,0.4,9.3,25.9,8.2,86.6,6,234,7.8
2010,10005,180007,22.9,1252,2.46,36,13.3,0.9,21.5,0.4,0,113.8,79.1,11.3,10.3,0.3,0.7,9.3,19.8,6.4,93.9,5.4,248,6.6
2010,10002,180003,22.5,231,2.26,44.9,16.4,1.9,25.7,0.9,0,115,79.8,11.4,10.7,0,0.8,9.9,25.5,7.6,89,4.6,242,6.5
2010,10002,180006,22.4,586,2.47,31,14.2,5.8,9.1,1.4,0.5,115,91.3,12.2,11.4,0.5,0.4,9.1,20.1,6.5,91.9,6.4,243,6.4
2010,10005,180005,23.4,413,2.47,38.7,14.4,1.4,20.6,1.5,0.8,115,82.6,10.8,10.1,0.1,0.6,9.5,17.7,7.4,87.4,4.9,241,6.8
2010,10001,180006,21.4,503,2.19,48,14.8,0.7,32.3,0.1,0,115.8,86.5,11.4,10.6,0,0.8,9.8,27.1,6.4,90.3,6.3,249,7
2010,10001,180007,16.9,1029,2.32,54,18.6,4.9,29.3,1.2,0.1,113.8,79,9.8,8.5,0.6,0.7,7.2,20.4,11.1,72.5,2.5,270,5
2010,10002,180002,19.9,149,2.19,60.8,22.1,0.5,37.9,0.4,0,114.7,70.8,11.3,10.6,0.1,0.6,9.1,23.1,10.1,69.4,6.2,232,6.7
2010,10007,180002,18.6,182,2.16,77.6,15.3,11.1,50.8,0,0.5,116.3,69.6,11,9.9,0.2,0.9,8.6,18.7,10,77.6,2.2,263,3
2010,10005,180007,21.5,1011,2.37,43.4,17.3,2.3,19.8,2.4,1.6,114.8,82.6,11.6,9.7,0.9,0.9,9.1,20.7,8.2,85.3,5.1,256,6.2
2010,10001,180006,21.6,515,2.3,37.7,15.1,1,19.4,1.8,0.5,114.6,86.7,12.6,11.5,0.3,0.8,9.4,26.8,7.7,87.1,3.4,262,5.3
2010,10009,180002,23.8,156,2.27,45.9,11.3,1,30.4,2.6,0.7,116.6,76,12.2,11.1,0.1,0.9,10.5,24.8,5.8,94.7,4.2,220,6.7
2010,10002,180006,23.2,528,2.37,33.1,13.9,1.5,16.6,0.8,0.2,114.5,89.6,12.3,11.8,0.1,0.4,9.8,25.5,6.6,88.8,4.8,243,6.1
2010,10003,180002,15.9,175,1.74,120.9,14.9,1.5,104.5,0,0,114.5,64.6,10.3,10.2,0,0,9.2,20.6,7.3,89.4,NA,203,3.5
2010,10009,180006,18.2,568,2.22,47.9,16.4,2.9,20.3,7.4,0.9,115.2,72.8,10.6,9.5,0.2,1,8.2,29,7.5,92.2,4.8,254,6.2
2010,10004,180006,22.6,910,2.27,46.2,11.6,1.1,28.6,3.6,1.3,115.5,77.4,11.9,10.3,0.4,1.2,9.9,25.6,6.1,94.6,4,257,5.6
2010,10006,180006,22.6,775,2.4,33.6,11.1,2.2,19.9,0,0.3,114.4,85.6,11.8,10.3,0.3,1.1,9.4,23.5,5.7,94.2,3,248,5.4
2010,10001,180004,18.1,386,2,86.2,13.9,2.9,69.2,0.1,0.1,114.1,85.6,10.8,10,0.1,0.7,9.1,21.4,6.5,87.5,NA,270,3
2006,10004,180006,20.7,993,2.28,43.7,14.2,1.8,20.3,5.7,1.6,116,81.5,10.7,9.8,0.3,0.6,9.1,25.3,6.9,88.9,4.9,227,7.1
2006,10002,180005,25.8,451,2.49,25.4,12.2,0.5,12.6,0.1,0,115,89.6,11.9,11.1,0.2,0.6,10.4,20.9,5.5,92.2,5.4,235,7.7
2006,10003,180007,22,1570,2.35,43.2,15,2.4,24.6,0.6,0.6,113.7,83.8,11.1,9.8,0,1.3,9.3,23.1,7.4,88.3,3.4,225,6.1
2006,10007,180003,19.5,212,2.28,44.1,12.6,0.4,27.6,2.9,0.7,114.5,76.9,11.4,10.7,0.1,0.6,8.6,26.6,6,88.9,4.2,225,7
2006,10001,180003,21.9,260,2.34,43.4,19.6,1.2,19.5,2.1,1.1,116.1,83.1,11.4,10.4,0.1,0.8,9.4,22.1,7.3,84.8,4.7,235,5.7
2006,10005,180007,21.6,1299,2.4,32.1,12.1,5.7,12.6,0.4,1.4,114.7,90,10.9,10.1,0.3,0.5,9,25.2,6.2,88.6,3.2,235,6.8
2006,10005,180005,20.2,470,2.24,52.1,19.3,3.2,29.4,0.2,0,114.1,75.6,10.9,9.3,0,1.5,9,25.6,9.2,77.1,4,242,5.7
2006,10002,180002,19.4,103,2.14,87.6,21.4,0,65.6,0.5,0,115,72.7,10.3,9.6,0,0.7,9,21.8,13.7,73.9,0,242,6.4
2006,10001,180003,22.7,262,2.36,47.6,12.1,0.6,34.6,0.3,0,115.3,77.6,10.9,10.3,0,0.5,9.6,18.5,5.3,94.3,6.9,221,8.6
2006,10006,180005,24.3,471,2.43,33.8,14.8,1.4,17.6,0,0,112.6,89.6,12.2,11.5,0,0.7,10,23.5,6.4,90.5,6,208,8.6
2006,10002,180003,25.7,269,2.46,25.2,14,0.9,10.3,0,0,114.7,90.9,12.3,11.4,0.3,0.7,10.4,23.4,6.6,92.4,5.1,249,6.9
2006,10004,180002,20.2,143,2.12,69.9,14.9,0.7,53.9,0.3,0,115.2,68.9,11.9,10.4,0,1.4,9.5,24,6.5,91.9,5.7,248,7
2006,10002,180006,22.9,644,2.36,28.8,9.8,5,12.4,0,1.5,115.8,86.2,11.3,10.8,0,0.5,9.7,26.6,4.9,94.2,5.7,210,6.1
2006,10007,180006,21.1,530,2.3,57.5,12.7,2.6,36.5,3.7,2,114.7,63.9,10.5,9.8,0.2,0.5,9.2,19.8,6.2,88.9,3.5,240,6.8
2006,10009,180004,15.1,387,1.82,108.7,27,8.5,66.5,0.3,6.4,115.4,59.4,9.9,9.7,0,0.2,8.3,25,7.9,89.1,2,254,5.4
2006,10004,180003,18.7,223,2.19,56,10.1,1,36.3,7.4,1.3,115.4,71.1,11.2,9.8,0.9,0.5,8.5,26,5.2,93.6,5.9,212,5.9
